ID number,Surname,Faculty,Origin,Discussion viewed,Course module viewed,Quiz attempt submitted,Quiz attempt viewed,Quiz attempt summary viewed,Grade user report viewed,Quiz attempt started,Grade overview report viewed,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,Total Events,Label_Semester,Label_Final,Label_Total
HSS129_473,HSS129_Masked_473,Science and Arts,web,0,149,12,33,16,7,12,0,1,50,24,15,0,2,11,0,2,24,25,27,29,0,1,18,0,229,48,22,70
HSS129_474,HSS129_Masked_474,Applied Medical Sciences,"web, ws",2,34,12,13,13,2,12,0,0,5,8,5,0,0,7,0,5,14,14,18,7,2,0,3,0,88,50,46,96
HSS129_475,HSS129_Masked_475,Pharmacy,"web, ws",2,56,11,11,11,0,11,0,0,0,7,6,2,0,7,0,7,17,14,20,19,1,1,1,0,102,50,48,98
HSS129_476,HSS129_Masked_476,Pharmacy,"web, ws",3,73,12,14,12,12,12,0,2,6,8,9,0,0,8,0,7,26,30,24,11,3,1,3,0,138,49,42,91
HSS129_477,HSS129_Masked_477,Nurse,"web, ws",0,49,10,12,11,3,11,0,0,0,7,12,0,1,9,0,6,16,14,21,10,0,0,0,0,96,50,48,98
HSS129_478,HSS129_Masked_478,Veterinary Medicine,"web, ws",2,94,12,13,13,2,12,0,1,6,8,8,0,1,13,0,13,25,33,18,12,1,1,8,0,148,50,48,98
HSS129_479,HSS129_Masked_479,Nurse,web,2,68,11,14,13,1,12,0,0,5,9,8,0,0,11,0,9,23,16,19,14,0,1,6,0,121,49,46,95
HSS129_480,HSS129_Masked_480,Pharmacy,"web, ws",3,55,12,13,13,3,12,0,0,9,9,8,0,0,16,0,6,14,14,18,11,1,3,2,0,111,50,48,98
HSS129_481,HSS129_Masked_481,Applied Medical Sciences,ws,4,83,6,6,7,2,6,0,0,8,8,0,0,0,29,0,0,22,2,25,12,2,0,6,0,114,34,44,78
HSS129_482,HSS129_Masked_482,Veterinary Medicine,web,2,58,10,16,12,0,11,0,0,0,6,8,0,0,11,0,5,19,18,18,22,1,0,1,0,109,47,46,93
HSS129_483,HSS129_Masked_483,Nurse,ws,1,51,7,16,17,2,12,0,2,7,9,11,0,4,8,0,10,17,13,15,6,1,0,3,0,106,50,48,98
HSS129_484,HSS129_Masked_484,Agriculture,web,2,46,12,16,14,4,12,0,0,0,9,7,0,0,17,0,9,16,16,18,9,3,1,1,0,106,50,48,98
HSS129_485,HSS129_Masked_485,Nurse,"web, ws",2,71,12,19,18,6,12,0,0,1,9,12,1,1,22,1,7,23,27,15,11,3,6,1,0,140,50,50,100
HSS129_486,HSS129_Masked_486,Nurse,ws,3,63,11,12,12,1,11,0,0,6,7,7,0,0,11,0,7,20,27,15,10,0,2,1,0,113,49,48,97
HSS129_487,HSS129_Masked_487,Pharmacy,"web, ws",3,61,11,12,12,5,11,0,0,9,10,8,0,1,10,0,6,8,25,20,8,4,2,4,0,115,50,48,98
HSS129_488,HSS129_Masked_488,Science and Arts,"web, ws",1,28,11,12,11,17,11,0,0,0,6,6,0,0,8,0,10,15,13,13,9,3,0,8,0,91,50,46,96
HSS129_489,HSS129_Masked_489,Pharmacy,web,3,86,12,14,14,2,12,0,0,0,22,8,0,0,18,0,8,20,21,25,16,2,2,0,1,143,49,46,95
HSS129_490,HSS129_Masked_490,Pharmacy,"web, ws",2,69,10,12,9,0,10,0,0,0,6,8,0,0,6,0,22,14,17,14,22,2,0,1,0,112,49,40,89
HSS129_491,HSS129_Masked_491,Nurse,"web, ws",2,99,11,13,12,0,11,0,0,0,10,11,0,1,8,0,9,24,28,22,24,1,0,9,1,148,50,50,100
HSS129_492,HSS129_Masked_492,Pharmacy,"web, ws",19,101,13,14,14,26,13,0,12,23,13,7,2,0,33,1,10,34,20,21,10,3,2,1,8,200,50,42,92
HSS129_493,HSS129_Masked_493,Science and Arts,"web, ws",3,48,7,15,13,0,11,0,0,0,10,12,0,0,11,0,8,15,18,12,8,1,0,1,1,97,50,48,98
HSS129_494,HSS129_Masked_494,Pharmacy,"web, ws",0,51,10,11,11,1,10,0,1,0,7,0,1,0,7,0,7,15,14,17,25,0,0,0,0,94,50,46,96
HSS129_495,HSS129_Masked_495,Agriculture,"web, ws",4,55,9,14,10,2,11,0,0,0,12,6,0,0,12,0,6,24,19,15,8,1,1,1,0,105,50,48,98
HSS129_496,HSS129_Masked_496,Applied Medical Sciences,"web, ws",5,23,11,15,15,9,11,1,0,0,15,5,0,0,8,0,7,22,15,13,5,0,0,0,0,90,50,46,96
HSS129_497,HSS129_Masked_497,Pharmacy,web,5,91,12,16,15,1,12,0,0,12,9,10,6,0,26,0,5,13,16,14,9,1,1,30,0,152,50,46,96
HSS129_498,HSS129_Masked_498,Applied Medical Sciences,web,1,40,12,12,12,0,12,0,2,5,7,5,0,0,5,0,5,18,14,12,6,0,2,8,0,89,50,46,96
HSS129_499,HSS129_Masked_499,Applied Medical Sciences,"web, ws",11,164,12,15,14,12,12,0,4,18,48,23,7,6,14,2,16,29,26,20,23,1,1,2,0,240,49,44,93
HSS129_500,HSS129_Masked_500,Science and Arts,"web, ws",2,100,10,18,16,0,10,0,0,1,22,11,0,0,8,0,9,30,28,15,6,12,3,11,0,156,50,40,90
HSS129_501,HSS129_Masked_501,Pharmacy,"web, ws",0,32,10,11,11,14,10,0,0,0,9,7,0,0,13,0,0,16,16,18,2,1,4,2,0,88,49,46,95
HSS129_502,HSS129_Masked_502,Medicine,"web, ws",0,49,9,12,11,1,9,0,0,7,10,9,0,0,8,0,6,21,9,11,8,0,0,2,0,91,50,50,100
HSS129_503,HSS129_Masked_503,Nurse,web,2,77,9,9,9,1,9,0,0,1,7,2,0,0,6,0,6,25,23,25,17,1,0,3,0,116,42,46,88
HSS129_504,HSS129_Masked_504,Science and Arts,web,4,59,11,11,11,2,11,0,0,0,6,9,0,0,11,0,7,26,18,17,10,1,0,4,0,109,50,46,96
HSS129_505,HSS129_Masked_505,Agriculture,"web, ws",2,11,1,1,1,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,17,2,32,35
HSS129_506,HSS129_Masked_506,Engineering,web,5,113,11,13,12,6,11,0,0,2,9,7,0,0,8,7,26,33,40,20,9,3,4,3,0,171,50,50,100
HSS129_507,HSS129_Masked_507,Science and Arts,web,2,29,12,15,14,9,12,0,5,1,11,7,1,0,17,0,6,13,10,13,7,1,0,1,0,93,49,46,95
HSS129_508,HSS129_Masked_508,Pharmacy,web,2,76,12,14,15,2,12,0,0,0,9,9,0,0,13,0,14,26,17,27,14,1,0,2,1,133,50,46,96
HSS129_509,HSS129_Masked_509,Nurse,web,17,170,12,19,16,2,12,1,0,6,16,9,3,0,25,7,11,30,60,32,30,8,6,5,1,249,50,50,100
HSS129_510,HSS129_Masked_510,Engineering,web,5,92,11,11,12,18,11,0,0,8,7,6,2,0,22,0,9,25,24,24,19,2,4,8,0,160,50,46,96
HSS129_511,HSS129_Masked_511,Engineering,"web, ws",2,74,12,18,14,19,12,0,0,7,7,10,2,0,31,0,9,22,25,27,2,3,5,1,0,151,50,48,98
HSS129_512,HSS129_Masked_512,Pharmacy,"web, ws",1,26,11,12,12,13,11,0,0,2,6,6,0,0,8,0,7,21,10,12,9,0,1,4,0,86,49,50,99
HSS129_513,HSS129_Masked_513,Applied Medical Sciences,"web, ws",3,37,12,14,13,2,12,0,0,6,8,11,0,0,19,1,7,14,12,7,8,0,0,0,0,93,49,48,97
HSS129_514,HSS129_Masked_514,Nurse,web,5,98,12,12,12,4,12,0,0,8,7,10,0,2,8,1,9,24,25,22,15,7,8,9,0,155,50,48,98
HSS129_515,HSS129_Masked_515,Pharmacy,web,2,68,11,13,11,1,11,0,0,6,7,7,0,2,8,0,7,15,25,22,9,1,0,8,0,117,49,46,95
HSS129_516,HSS129_Masked_516,Pharmacy,web,2,103,13,13,12,7,13,0,0,7,15,9,0,0,19,0,7,39,23,19,11,1,1,10,2,163,50,48,98
HSS129_517,HSS129_Masked_517,Agriculture,"web, ws",0,48,11,12,12,7,11,0,0,0,8,9,1,0,10,0,6,14,23,15,13,0,1,1,0,101,50,48,98
HSS129_518,HSS129_Masked_518,Veterinary Medicine,"web, ws",2,51,12,12,12,3,12,0,0,8,12,7,0,0,7,0,8,18,14,16,8,1,0,5,0,104,49,50,99
HSS129_519,HSS129_Masked_519,Computer Information Technology,"web, ws",2,92,9,13,12,2,9,0,0,5,10,9,0,0,11,0,7,14,26,12,21,2,3,19,0,139,48,46,94
HSS129_520,HSS129_Masked_520,Agriculture,web,10,63,9,11,10,0,9,0,0,1,20,0,3,6,11,2,6,17,14,14,13,1,3,1,0,112,44,44,88
HSS129_521,HSS129_Masked_521,Pharmacy,web,0,53,10,12,14,2,11,0,0,2,9,8,0,0,9,0,7,24,12,10,18,0,0,3,0,102,50,50,100
HSS129_522,HSS129_Masked_522,Pharmacy,"web, ws",2,72,10,12,12,2,10,0,0,0,6,0,0,3,9,0,14,25,20,17,24,1,0,1,0,120,49,48,97
HSS129_523,HSS129_Masked_523,Science and Arts,web,2,50,10,12,12,0,10,0,0,0,8,7,0,0,8,2,6,18,21,20,2,1,0,3,0,96,49,34,83
HSS129_524,HSS129_Masked_524,Engineering,"web, ws",3,78,12,20,14,16,12,0,0,8,14,6,0,0,11,8,7,16,26,19,14,3,6,17,0,155,50,44,94
HSS129_525,HSS129_Masked_525,Nurse,"web, ws",7,56,12,13,14,11,12,0,0,5,17,9,0,3,9,2,6,12,17,13,20,2,3,7,0,125,50,46,96
HSS129_526,HSS129_Masked_526,Science and Arts,"web, ws",18,52,8,8,8,2,8,0,0,0,0,0,17,5,12,2,8,18,10,17,10,2,0,3,0,104,45,18,63
HSS129_527,HSS129_Masked_527,Agriculture,web,5,79,9,10,9,11,10,0,0,6,7,0,0,0,6,0,0,33,15,17,36,5,0,8,0,133,45,46,91
HSS129_528,HSS129_Masked_528,Nurse,"web, ws",3,70,12,21,16,0,12,0,0,15,17,9,0,0,11,2,8,24,14,15,15,1,0,3,0,134,50,30,80
HSS129_529,HSS129_Masked_529,Applied Medical Sciences,web,2,68,11,12,11,3,11,0,2,10,9,0,0,0,7,0,7,19,20,16,22,3,1,2,0,118,49,50,99
HSS129_530,HSS129_Masked_530,Pharmacy,web,2,17,6,7,5,1,6,0,0,0,0,0,0,0,7,0,5,2,12,12,0,0,2,4,0,44,35,48,83
HSS129_531,HSS129_Masked_531,Computer Information Technology,web,1,42,11,11,11,6,11,0,0,6,7,8,0,1,9,0,11,15,15,15,4,1,0,1,0,93,48,44,92
HSS129_532,HSS129_Masked_532,Computer Information Technology,web,7,92,10,12,8,23,10,0,0,6,1,10,0,3,9,0,7,21,10,34,13,12,7,29,0,162,48,10,58
HSS129_533,HSS129_Masked_533,Pharmacy,web,2,72,11,11,11,3,11,0,3,8,8,7,0,0,9,0,7,15,15,21,24,2,1,1,0,121,50,48,98
HSS129_534,HSS129_Masked_534,Nurse,web,11,108,11,12,11,6,11,0,0,0,7,16,0,0,14,0,15,37,26,26,16,1,8,3,1,170,49,48,97
HSS129_535,HSS129_Masked_535,Nurse,web,2,93,12,15,15,2,12,0,0,6,11,7,0,0,12,1,11,30,31,22,11,0,2,7,0,151,49,46,95
HSS129_536,HSS129_Masked_536,Computer Information Technology,"web, ws",4,30,8,8,8,5,8,0,0,0,0,1,0,0,7,0,0,17,15,15,6,1,0,9,0,71,39,40,79
HSS129_537,HSS129_Masked_537,Applied Medical Sciences,web,3,117,12,18,18,2,12,1,0,6,9,10,2,0,25,0,10,36,31,17,34,1,1,1,0,183,50,42,92
HSS129_538,HSS129_Masked_538,Agriculture,"web, ws",2,45,10,14,13,2,11,0,0,1,8,12,0,0,6,0,10,15,17,17,7,1,3,0,0,97,50,48,98
HSS129_539,HSS129_Masked_539,Agriculture,web,4,117,10,22,25,23,12,0,0,11,22,15,3,2,12,1,18,38,45,21,13,2,4,6,0,213,50,46,96
HSS129_540,HSS129_Masked_540,Pharmacy,"web, ws",3,33,8,10,10,4,8,0,0,0,8,6,0,0,7,0,6,11,16,6,13,1,2,0,0,76,49,46,95
HSS129_541,HSS129_Masked_541,Engineering,"web, ws",2,27,11,11,11,30,11,0,0,0,7,11,0,0,11,0,9,16,18,17,9,4,1,0,0,103,48,34,82
HSS129_542,HSS129_Masked_542,Applied Medical Sciences,web,6,135,11,17,15,4,11,0,0,16,14,3,1,4,22,2,1,49,32,26,15,2,8,4,0,199,48,50,98
HSS129_543,HSS129_Masked_543,Nurse,"web, ws",10,181,13,36,12,7,13,0,0,23,27,31,0,6,13,1,12,29,36,25,32,3,2,32,0,272,49,30,79
HSS129_544,HSS129_Masked_544,Medicine,"web, ws",4,176,13,17,15,9,13,0,0,8,13,16,3,2,13,16,15,37,19,39,35,3,4,22,2,247,49,50,99
HSS129_545,HSS129_Masked_545,Veterinary Medicine,web,0,56,11,13,13,2,11,0,0,0,7,9,0,0,8,0,8,16,19,27,11,0,0,1,0,106,49,44,93
HSS129_546,HSS129_Masked_546,Pharmacy,"web, ws",1,43,11,14,13,1,11,0,0,6,9,7,0,0,19,0,7,15,7,14,5,0,0,5,0,94,50,42,92
HSS129_547,HSS129_Masked_547,Engineering,"web, ws",4,72,12,13,13,1,12,0,0,7,19,7,0,0,9,0,6,26,22,17,8,1,4,1,0,127,50,48,98
HSS129_548,HSS129_Masked_548,Applied Medical Sciences,"web, ws",3,87,11,12,13,2,11,0,3,4,12,7,0,1,13,0,7,21,27,23,12,1,5,3,0,139,50,48,98
HSS129_549,HSS129_Masked_549,Nurse,"web, ws",0,41,9,10,6,1,10,0,0,0,0,7,0,0,7,0,6,14,12,13,18,0,0,0,0,77,47,28,75
HSS129_550,HSS129_Masked_550,Science and Arts,web,2,69,12,15,14,1,12,0,0,6,7,7,0,2,10,0,11,24,16,18,14,1,6,3,0,125,50,48,98
HSS129_551,HSS129_Masked_551,Computer Information Technology,web,1,60,12,17,11,1,12,0,0,0,8,10,0,0,26,0,7,17,17,14,6,0,0,9,0,114,50,46,96
HSS129_552,HSS129_Masked_552,Computer Information Technology,"web, ws",1,43,12,14,14,9,12,0,0,12,8,8,1,0,12,1,7,13,17,14,10,1,1,0,0,105,50,42,92
HSS129_553,HSS129_Masked_553,Agriculture,web,3,122,7,18,11,6,10,0,1,6,9,2,0,5,10,0,5,25,46,31,31,1,1,4,0,177,49,40,89
HSS129_554,HSS129_Masked_554,Computer Information Technology,"web, ws",4,52,8,11,7,3,9,0,0,0,7,6,0,0,20,0,0,13,10,7,20,3,1,7,0,94,48,18,66
HSS129_555,HSS129_Masked_555,Science and Arts,"web, ws",0,59,12,13,13,0,12,0,0,8,9,9,0,0,12,2,7,22,16,14,9,0,0,1,0,109,50,48,98
HSS129_556,HSS129_Masked_556,Engineering,"web, ws",2,84,11,18,16,30,11,0,7,11,10,9,16,3,26,1,6,29,21,24,2,2,4,1,0,172,50,46,96
HSS129_557,HSS129_Masked_557,Agriculture,"web, ws",4,54,11,12,12,24,11,0,0,2,6,5,0,0,9,3,8,36,19,16,14,1,7,2,0,128,49,48,97
HSS129_558,HSS129_Masked_558,Veterinary Medicine,web,2,77,12,14,12,0,12,0,2,6,11,7,0,2,9,0,10,19,21,18,22,0,1,1,0,129,50,46,96
HSS129_559,HSS129_Masked_559,Medicine,web,4,62,12,12,12,35,12,0,2,5,16,11,0,1,10,0,7,19,25,18,9,4,3,19,0,149,50,48,98
HSS129_560,HSS129_Masked_560,Engineering,web,3,28,9,9,9,9,9,0,0,0,0,7,0,0,9,0,6,13,14,13,7,2,0,5,0,76,45,48,93
HSS129_561,HSS129_Masked_561,Pharmacy,"web, ws",1,157,9,21,19,12,13,0,0,14,14,12,0,0,24,0,12,26,37,34,38,1,12,7,1,232,50,48,98
HSS129_562,HSS129_Masked_562,Applied Medical Sciences,web,3,90,12,15,13,5,12,0,6,31,9,7,1,2,17,0,7,13,19,18,11,1,5,3,0,150,50,36,86
HSS129_563,HSS129_Masked_563,Nurse,"web, ws",6,80,11,12,12,1,11,0,0,0,9,6,0,0,11,0,5,16,33,25,20,0,4,4,0,133,50,48,98
HSS129_564,HSS129_Masked_564,Nurse,"web, ws",0,75,12,14,13,5,12,0,0,8,10,9,0,0,9,0,6,26,23,17,12,0,9,2,0,131,50,48,98
HSS129_565,HSS129_Masked_565,Applied Medical Sciences,"web, ws",1,50,10,11,10,0,10,0,0,0,7,0,0,0,7,0,8,18,26,15,7,0,2,2,0,92,50,46,96
HSS129_566,HSS129_Masked_566,Veterinary Medicine,"web, ws",3,75,12,20,20,4,12,0,2,9,16,7,0,2,12,0,9,22,21,20,16,2,0,8,0,146,50,50,100
HSS129_567,HSS129_Masked_567,Nurse,"web, ws",5,137,11,11,11,3,11,0,6,6,11,8,0,0,9,0,8,23,42,26,37,2,10,1,0,189,50,48,98
HSS129_568,HSS129_Masked_568,Science and Arts,"web, ws",1,25,12,12,12,11,12,0,0,6,10,6,0,0,6,0,6,12,16,14,8,0,0,1,0,85,50,50,100
HSS129_569,HSS129_Masked_569,Science and Arts,"web, ws",4,86,11,16,15,5,11,0,0,1,8,10,0,1,14,1,8,24,21,22,24,6,4,3,1,148,49,44,93
HSS129_570,HSS129_Masked_570,Agriculture,"web, ws",3,60,12,12,11,29,12,0,0,7,9,8,0,1,19,0,15,18,20,17,16,2,2,5,0,139,50,48,98
HSS129_571,HSS129_Masked_571,Science and Arts,"web, ws",3,30,11,11,11,1,11,0,0,6,7,7,0,0,7,0,7,12,14,9,6,1,1,1,0,78,49,36,85
HSS129_572,HSS129_Masked_572,Engineering,"web, ws",7,93,11,16,19,8,11,0,18,1,17,7,0,0,10,0,5,31,24,19,26,3,3,1,0,165,50,48,98
HSS129_573,HSS129_Masked_573,Pharmacy,"web, ws",2,53,12,13,12,7,12,0,0,0,7,8,0,0,13,0,6,17,17,21,13,2,3,4,0,111,50,48,98
HSS129_574,HSS129_Masked_574,Applied Medical Sciences,web,2,30,11,13,12,12,11,0,0,7,8,10,0,0,10,0,7,16,13,5,10,2,0,3,0,91,49,48,97
HSS129_575,HSS129_Masked_575,Pharmacy,"web, ws",6,65,12,14,14,12,12,1,0,8,18,11,0,0,10,0,7,16,21,22,12,1,4,6,0,136,50,48,98
HSS129_576,HSS129_Masked_576,Science and Arts,"web, ws",2,36,11,17,17,2,11,0,0,2,8,0,0,0,16,0,7,20,14,18,9,1,0,1,0,96,50,46,96
HSS129_577,HSS129_Masked_577,Applied Medical Sciences,"web, ws",1,53,11,13,13,2,12,0,0,10,7,9,0,0,11,0,8,20,16,16,6,1,1,0,0,105,50,48,98
HSS129_578,HSS129_Masked_578,Pharmacy,web,15,79,13,13,14,46,13,0,0,10,14,11,5,3,24,3,7,27,29,24,20,3,10,3,0,193,49,48,97
HSS129_579,HSS129_Masked_579,Computer Information Technology,"web, ws",1,42,11,14,14,48,11,1,0,10,16,9,0,1,11,1,10,24,19,20,12,5,4,0,0,142,49,46,95
HSS129_580,HSS129_Masked_580,Nurse,"web, ws",0,58,11,13,13,0,11,0,0,0,8,9,0,0,8,0,9,17,15,18,21,0,0,1,0,106,50,48,98
HSS129_581,HSS129_Masked_581,Science and Arts,web,7,161,12,15,14,9,12,0,9,13,10,22,1,2,17,8,9,37,30,25,26,15,3,2,1,230,48,40,88
HSS129_582,HSS129_Masked_582,Nurse,web,0,75,11,16,15,6,11,0,0,1,10,7,0,0,15,1,7,20,16,14,23,1,12,7,0,134,50,48,98
HSS129_583,HSS129_Masked_583,Engineering,web,1,30,8,8,8,5,8,0,0,1,9,7,0,0,9,0,0,9,14,17,0,0,0,2,0,68,45,48,93
HSS129_584,HSS129_Masked_584,Agriculture,"web, ws",2,129,13,17,15,4,13,0,3,9,18,12,2,2,18,0,8,37,22,31,13,2,2,14,0,193,50,44,94
HSS129_585,HSS129_Masked_585,Science and Arts,web,0,33,10,17,17,17,10,0,0,6,13,2,0,0,10,0,1,29,16,17,9,0,1,0,0,104,45,48,93
HSS129_586,HSS129_Masked_586,Nurse,web,2,56,9,9,9,9,9,0,0,0,9,0,0,0,13,1,6,19,16,23,4,2,5,5,0,103,45,48,93
HSS129_587,HSS129_Masked_587,Applied Medical Sciences,"web, ws",4,138,13,18,18,2,13,0,0,6,11,11,0,0,24,0,8,29,37,27,32,1,9,11,0,206,49,46,95
HSS129_588,HSS129_Masked_588,Agriculture,"web, ws",5,114,12,15,14,0,12,0,0,8,14,10,0,0,8,0,11,19,27,35,31,3,0,6,0,172,50,44,94
HSS129_589,HSS129_Masked_589,Nurse,"web, ws",1,61,13,25,15,10,13,0,0,8,10,7,0,0,7,0,7,22,21,26,11,1,3,15,0,138,50,44,94
HSS129_590,HSS129_Masked_590,Pharmacy,web,1,53,10,11,11,4,10,0,0,0,11,7,0,0,9,0,6,18,11,17,15,1,0,5,0,100,50,46,96
HSS129_591,HSS129_Masked_591,Pharmacy,"web, ws",2,128,12,12,11,2,12,0,2,7,13,2,1,3,19,2,9,31,32,30,17,1,7,3,0,179,50,48,98
HSS129_592,HSS129_Masked_592,Agriculture,web,1,58,12,13,13,1,12,0,0,8,7,6,0,0,8,0,6,19,30,18,7,1,0,0,0,110,50,44,94
HSS129_593,HSS129_Masked_593,Pharmacy,"web, ws",4,119,10,12,11,15,10,0,0,11,18,8,1,1,17,2,2,36,31,37,6,5,3,3,0,181,44,38,82
HSS129_594,HSS129_Masked_594,Veterinary Medicine,"web, ws",2,81,12,12,12,2,12,0,2,7,10,8,0,0,8,0,6,23,27,21,16,1,0,4,0,133,50,50,100
HSS129_595,HSS129_Masked_595,Pharmacy,web,4,102,11,12,11,2,11,0,1,7,8,2,0,0,10,1,9,23,45,24,13,1,0,9,0,153,50,48,98
HSS129_596,HSS129_Masked_596,Applied Medical Sciences,"web, ws",6,110,10,11,9,4,10,0,0,2,9,14,3,4,14,0,2,30,25,26,20,3,2,6,0,160,48,34,82
HSS129_597,HSS129_Masked_597,Applied Medical Sciences,"web, ws",3,24,7,7,7,3,7,0,0,6,6,0,0,0,6,0,6,12,7,6,0,6,3,0,0,58,38,44,82
HSS129_598,HSS129_Masked_598,Agriculture,web,2,25,12,12,12,17,12,0,0,6,9,6,0,1,6,0,5,19,13,15,6,1,1,4,0,92,50,48,98
HSS129_599,HSS129_Masked_599,Computer Information Technology,web,4,84,12,13,13,11,12,2,0,6,7,7,0,0,11,0,7,18,23,26,15,2,1,28,0,151,49,48,97
HSS129_600,HSS129_Masked_600,Pharmacy,"web, ws",0,58,12,16,13,5,12,0,0,10,9,10,0,0,6,0,10,18,20,20,13,0,0,0,0,116,49,46,95
HSS129_601,HSS129_Masked_601,Medicine,web,30,86,12,17,15,30,12,1,0,14,22,15,8,1,9,0,17,38,29,20,14,5,6,5,0,203,50,46,96
HSS129_602,HSS129_Masked_602,Engineering,web,3,20,3,3,3,1,3,0,1,0,0,0,7,1,9,0,2,14,0,0,0,1,1,0,0,36,24,48,72
HSS129_603,HSS129_Masked_603,Medicine,web,12,109,8,13,11,1,8,0,0,0,28,5,2,3,1,0,1,25,23,18,7,0,23,25,1,162,31,48,79
HSS129_604,HSS129_Masked_604,Applied Medical Sciences,"web, ws",1,28,11,14,13,2,11,0,0,7,7,5,0,0,10,0,5,16,16,12,0,2,0,0,0,80,50,48,98
HSS129_605,HSS129_Masked_605,Engineering,web,1,96,11,24,12,37,12,1,1,8,14,13,1,0,10,1,14,44,27,27,16,4,7,7,0,194,50,48,98
HSS129_606,HSS129_Masked_606,Computer Information Technology,"web, ws",2,59,11,14,12,1,11,0,0,1,8,8,0,0,18,0,7,15,23,16,5,1,7,1,0,110,48,48,96
HSS129_607,HSS129_Masked_607,Applied Medical Sciences,web,1,48,10,13,13,1,11,0,0,7,7,4,0,0,8,0,6,17,21,15,11,0,1,0,0,97,50,44,94
HSS129_608,HSS129_Masked_608,Engineering,"web, ws",2,49,11,12,12,15,11,0,0,6,9,8,0,1,13,0,7,21,12,9,12,1,11,2,0,112,50,48,98
HSS129_609,HSS129_Masked_609,Engineering,"web, ws",1,66,9,12,12,5,10,0,0,4,11,0,1,0,5,0,9,21,24,17,11,0,1,11,0,115,50,48,98
HSS129_610,HSS129_Masked_610,Science and Arts,web,5,154,8,13,11,2,8,0,0,0,0,1,1,0,12,0,0,30,36,37,34,43,3,4,0,201,35,46,81
HSS129_611,HSS129_Masked_611,Pharmacy,web,2,42,10,10,10,0,10,0,0,1,7,7,0,0,7,0,0,15,18,14,6,0,1,7,1,84,47,44,91
HSS129_612,HSS129_Masked_612,Computer Information Technology,web,4,122,8,15,15,30,8,0,0,20,10,0,2,4,9,0,2,31,62,24,22,2,4,10,0,202,38,40,78
HSS129_613,HSS129_Masked_613,Science and Arts,web,0,38,11,14,12,6,11,0,0,0,9,8,0,0,7,0,7,14,13,23,10,1,0,0,0,92,50,48,98
HSS129_614,HSS129_Masked_614,Engineering,"web, ws",2,69,10,10,10,2,10,0,0,6,8,1,0,1,7,3,2,20,21,27,11,2,3,1,0,113,44,48,92
HSS129_615,HSS129_Masked_615,Engineering,"web, ws",9,116,10,10,10,16,10,5,0,6,9,3,0,0,8,0,21,27,13,27,18,9,13,27,5,186,49,42,91
HSS129_616,HSS129_Masked_616,Nurse,web,0,74,10,14,10,5,10,0,0,10,11,3,0,1,0,1,21,11,20,14,19,0,0,12,0,123,43,32,75
HSS129_617,HSS129_Masked_617,Science and Arts,"web, ws",2,46,12,15,14,9,12,0,0,8,10,7,0,0,7,0,7,21,14,19,12,2,0,1,2,110,50,44,94
HSS129_618,HSS129_Masked_618,Nurse,"web, ws",2,55,10,11,11,0,11,0,0,0,11,7,0,0,6,0,6,17,11,14,24,2,0,2,0,100,50,48,98
HSS129_619,HSS129_Masked_619,Computer Information Technology,web,1,67,6,7,7,7,6,0,0,0,1,0,0,2,6,0,5,19,26,16,2,4,4,16,0,101,39,46,85
HSS129_620,HSS129_Masked_620,Science and Arts,web,2,44,9,12,8,0,9,0,0,0,0,6,0,0,19,0,0,17,22,12,6,0,1,1,0,84,44,44,88
HSS129_621,HSS129_Masked_621,Nurse,web,0,63,11,12,11,0,11,0,0,0,6,7,0,0,8,0,6,22,13,14,25,0,0,7,0,108,50,48,98
HSS129_622,HSS129_Masked_622,Pharmacy,"web, ws",2,32,11,12,11,0,11,0,0,0,10,7,0,0,7,0,6,15,14,12,6,2,0,0,0,79,47,36,83
HSS129_623,HSS129_Masked_623,Nurse,web,2,63,10,11,10,0,10,0,0,1,8,1,0,0,21,0,19,22,6,20,7,1,0,0,0,106,49,46,95
HSS129_624,HSS129_Masked_624,Agriculture,web,4,92,12,13,12,28,12,0,0,8,8,9,0,1,14,3,9,36,28,30,13,1,7,6,0,173,50,46,96
HSS129_625,HSS129_Masked_625,Pharmacy,"web, ws",8,163,11,30,29,0,12,0,4,8,19,15,0,5,28,1,13,33,31,20,14,2,31,29,0,253,50,48,98
HSS129_626,HSS129_Masked_626,Applied Medical Sciences,web,3,58,10,14,13,0,10,0,0,0,8,8,3,0,13,0,0,16,23,15,19,2,0,0,1,108,48,48,96
HSS129_627,HSS129_Masked_627,Nurse,"web, ws",10,76,12,16,15,2,12,1,0,6,12,9,5,0,9,0,10,16,18,17,28,2,4,8,0,144,49,46,95
HSS129_628,HSS129_Masked_628,Veterinary Medicine,"web, ws",0,31,12,14,14,18,12,0,0,12,8,9,0,0,11,0,7,16,13,14,10,0,1,0,0,101,50,46,96
HSS129_629,HSS129_Masked_629,Medicine,"web, ws",2,65,12,16,14,3,12,0,1,13,11,11,0,1,10,0,8,18,22,18,9,2,0,0,0,124,49,46,95
HSS129_630,HSS129_Masked_630,Agriculture,"web, ws",1,43,12,14,14,18,12,0,1,9,6,7,0,0,8,0,8,19,18,19,12,4,2,1,0,114,49,46,95
